Unnamed: 0.1,Unnamed: 0,암호화요양기호,요양기관명,기타인력코드,기타인력코드명,기타인력수
522,7285,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,아너스요양병원,200,사회복지사,2
523,7287,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,우리요양병원,100,물리치료사,1
524,7288,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,우리요양병원,200,사회복지사,1
525,7289,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,정인의료소비자협동조합 검단연세요양병원,100,물리치료사,1
526,7290,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,정인의료소비자협동조합 검단연세요양병원,200,사회복지사,1
527,7291,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,71,약사,1
528,7292,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,100,물리치료사,13
529,7293,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,110,작업치료사,6
530,7294,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,베스트요양병원,200,사회복지사,2
531,7297,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 정강의료재단 위드미요양병원,71,약사,1
532,7298,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 정강의료재단 위드미요양병원,100,물리치료사,26
533,7299,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 정강의료재단 위드미요양병원,110,작업치료사,13
534,7300,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,의료법인 정강의료재단 위드미요양병원,200,사회복지사,3
535,7301,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,인천사랑요양병원,71,약사,1
536,7302,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,인천사랑요양병원,100,물리치료사,22
537,7303,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,인천사랑요양병원,110,작업치료사,11
538,7304,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDIjJDgz,인천사랑요양병원,200,사회복지사,2
539,7305,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,매그너스요양병원,71,약사,1
540,7306,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,매그너스요양병원,100,물리치료사,8
541,7307,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,매그너스요양병원,110,작업치료사,4
542,7308,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,매그너스요양병원,200,사회복지사,2
543,7309,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,새찬요양병원,71,약사,1
544,7310,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,새찬요양병원,100,물리치료사,14
545,7311,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,새찬요양병원,110,작업치료사,13
546,7312,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,새찬요양병원,200,사회복지사,1
547,7313,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,큰사랑요양병원,100,물리치료사,1
548,7314,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,큰사랑요양병원,200,사회복지사,2
549,7315,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,아미타불교요양병원,100,물리치료사,1
550,7316,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,아미타불교요양병원,200,사회복지사,1
551,7317,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,성심힐요양병원,71,약사,1
552,7318,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,성심힐요양병원,100,물리치료사,3
553,7319,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,성심힐요양병원,200,사회복지사,1
554,7320,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,부평세연요양병원,100,물리치료사,1
555,7321,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,부평세연요양병원,200,사회복지사,2
556,7322,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,구리효요양병원,71,약사,1
557,7323,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,구리효요양병원,100,물리치료사,8
558,7324,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,구리효요양병원,110,작업치료사,4
559,7325,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,구리효요양병원,200,사회복지사,2
560,7326,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 해뜨는 요양병원,71,약사,1
561,7327,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 해뜨는 요양병원,100,물리치료사,2
562,7328,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,의료법인 해뜨는 요양병원,200,사회복지사,1
563,7329,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,효림요양병원,71,약사,1
564,7330,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,효림요양병원,100,물리치료사,2
565,7331,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEyMjIjNTEjJDEjJDYjJDgz,효림요양병원,200,사회복지사,2
566,7332,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인에덴재단행복한요양병원,100,물리치료사,1
567,7333,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,의료법인에덴재단행복한요양병원,200,사회복지사,1
568,7338,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,미라클요양병원,100,물리치료사,7
569,7339,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,미라클요양병원,110,작업치료사,2
570,7340,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,미라클요양병원,200,사회복지사,2
571,7341,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,안성동인요양병원,100,물리치료사,1
572,7342,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,안성동인요양병원,200,사회복지사,1
573,7351,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,연세나은요양병원,71,약사,1
574,7352,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,조앤조숲요양병원,100,물리치료사,3
575,7353,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,조앤조숲요양병원,200,사회복지사,2
576,7357,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 성모요양병원,71,약사,1
577,7358,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 성모요양병원,100,물리치료사,3
578,7359,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,의료법인 양진의료재단 성모요양병원,200,사회복지사,1
579,7360,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,향동포레요양병원,100,물리치료사,2
580,7361,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,향동포레요양병원,200,사회복지사,1
581,7362,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,수동연세요양병원,71,약사,1
582,7363,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,수동연세요양병원,100,물리치료사,1
583,7364,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,수동연세요양병원,200,사회복지사,1
584,7367,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,서울대효청라요양병원,100,물리치료사,23
585,7368,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,서울대효청라요양병원,110,작업치료사,12
586,7369,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,서울대효청라요양병원,200,사회복지사,2
587,7370,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,무지개요양병원,71,약사,1
588,7371,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,무지개요양병원,100,물리치료사,1
589,7372,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNTEjJDEjJDYjJDgz,무지개요양병원,200,사회복지사,2
590,7373,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,강동미사노블요양병원,100,물리치료사,14
591,7374,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,강동미사노블요양병원,110,작업치료사,10
592,7375,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,강동미사노블요양병원,200,사회복지사,1
593,7376,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,성모요양병원,71,약사,1
594,7377,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,성모요양병원,100,물리치료사,1
595,7378,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,성모요양병원,200,사회복지사,1
596,7379,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,수목요양병원,71,약사,1
597,7380,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,수목요양병원,100,물리치료사,2
598,7381,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,수목요양병원,200,사회복지사,2
599,7382,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,안산효요양병원,100,물리치료사,5
600,7383,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,안산효요양병원,110,작업치료사,2
601,7384,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQxMyQzNjE4MzIjNDEjJDEjJDgjJDgz,안산효요양병원,200,사회복지사,2
602,7389,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 아주효성의료재단 효성요양병원,100,물리치료사,1
603,7390,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 아주효성의료재단 효성요양병원,110,작업치료사,1
604,7391,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,의료법인 아주효성의료재단 효성요양병원,200,사회복지사,2
605,7392,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,연세요양병원,100,물리치료사,1
606,7393,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,연세요양병원,200,사회복지사,2
607,7400,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,서울요양병원,71,약사,1
608,7401,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,서울요양병원,100,물리치료사,2
609,7402,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,서울요양병원,110,작업치료사,1
610,7403,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,서울요양병원,200,사회복지사,2
611,7404,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,강북성심요양병원,71,약사,1
612,7405,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,강북성심요양병원,100,물리치료사,5
613,7406,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,강북성심요양병원,110,작업치료사,1
614,7407,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,강북성심요양병원,200,사회복지사,1
615,7408,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,한누리요양병원,100,물리치료사,1
616,7409,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,한누리요양병원,200,사회복지사,1
617,7410,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,71,약사,1
618,7411,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,100,물리치료사,2
619,7412,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,보성요양병원,200,사회복지사,3
620,7413,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,세교요양병원,100,물리치료사,1
621,7414,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,세교요양병원,200,사회복지사,1
622,7415,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,일산리더스요양병원,100,물리치료사,1
623,7416,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNzEjJDEjJDgjJDgz,일산리더스요양병원,200,사회복지사,1
624,7417,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,인천드림요양병원,71,약사,1
625,7418,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,인천드림요양병원,100,물리치료사,2
626,7419,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,인천드림요양병원,200,사회복지사,2
627,7420,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,생생우리누리요양병원,71,약사,1
628,7421,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,생생우리누리요양병원,100,물리치료사,4
629,7422,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,71,약사,1
630,7423,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,100,물리치료사,3
631,7424,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,110,작업치료사,1
632,7425,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,성남요양병원,200,사회복지사,1
633,7426,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 송화의료재단 조은요양병원,100,물리치료사,5
634,7427,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 송화의료재단 조은요양병원,110,작업치료사,2
635,7428,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,의료법인 송화의료재단 조은요양병원,200,사회복지사,1
636,7431,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,삼경요양병원,100,물리치료사,1
637,7432,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,삼경요양병원,200,사회복지사,1
638,7433,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,100,물리치료사,3
639,7434,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,분당수요양병원,200,사회복지사,1
640,7439,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,감인의료재단 청라백세요양병원,71,약사,1
641,7440,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,감인의료재단 청라백세요양병원,100,물리치료사,5
642,7441,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,감인의료재단 청라백세요양병원,110,작업치료사,3
643,7442,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,감인의료재단 청라백세요양병원,200,사회복지사,2
644,7443,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,파주성모요양병원,100,물리치료사,1
645,7444,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 능곡의료재단 능곡요양병원,100,물리치료사,1
646,7445,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,의료법인 능곡의료재단 능곡요양병원,200,사회복지사,2
647,7446,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,인일요양병원,71,약사,1
648,7447,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,인일요양병원,100,물리치료사,13
649,7448,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,인일요양병원,110,작업치료사,9
